# night ext_offset mean_airmass num_stds diff_airmass std_weight
06_196 0.002961969150726773 1.2620575428009033 8 0.9138199 1.47221
06_199 -0.015068172486017772 1.2412687540054321 8 0.41198003 0.89983
06_201 -0.025894313406075398 1.2259045514193447 11 0.40196002 1.1153455
06_206 -0.011714391975724325 1.2990788221359253 8 0.75040007 1.6789854
06_209 0.09067476861819834 1.1455220222473144 5 0.20501995 0.2986319
06_211 -0.01007016418813933 1.4803800582885742 3 0.77883005 0.86934006
06_254 -0.0008279756678266637 1.239943448235007 17 0.44348 1.9121428
06_255 0.012732703334904727 1.2648932933807373 3 0.59797 0.70375335
06_259 -0.004096397395422002 1.3181934356689453 6 0.85406005 1.3508269
06_261 -0.0014304996160294792 1.241807120186942 7 0.77269995 1.1448371
06_264 0.011491877298865916 1.3102920532226563 5 0.92864 1.331392
06_266 -0.011491877298865916 1.1898599352155412 7 0.38502002 0.9547601
06_274 0.03905105910499529 1.2346999645233154 4 0.58192 0.77515996
06_276 -0.004724702820039894 1.4823071616036552 7 0.91362 2.1851625
06_281 0.0013362315588842932 1.3033500512440999 6 0.85428 1.6890402
06_284 0.0034576347951364994 1.2976974248886108 4 0.34475005 0.44111001
06_286 -0.01504898317930703 1.1941614151000977 7 0.5441301 0.8662914
06_296 -0.007014741613533104 1.3620380401611327 5 0.88631 1.5471879
06_300 0.030543766477057588 1.3679499626159668 1 0.0 0.0
06_301 -0.024454604656479972 1.4663550853729248 4 0.60572004 0.7850001
06_304 0.026441869350552594 1.177977442741394 4 0.24048996 0.31866992
06_310 0.020795009536021425 1.4524850845336914 4 0.45266998 0.52595997
06_313 0.005440185747433546 1.35341796875 5 0.76451004 1.5899479
06_314 0.013664115904987284 1.1732736825942993 8 0.25434995 0.5218426
06_316 0.016854426157525637 1.263662052154541 5 0.45648003 0.8921521
06_319 -0.0467965909317023 1.1148250102996826 2 0.13022995 0.13022995
06_321 0.0038629672458121433 1.3524854448106554 9 1.0348499 2.3403258
06_324 0.021386280599761776 1.2410400178697374 9 0.8141099 2.2871199
06_326 0.022874687429370155 1.490802526473999 8 0.84650004 2.012015
06_328 -0.009506865286695643 1.3854559262593586 12 0.6579 1.832682
06_331 -0.022687159159238135 1.2515815893809001 12 0.73004997 1.91862
06_334 -0.03256877065577335 1.2825050354003906 8 0.45889997 1.26638
06_339 0.008789059221326667 1.236555814743042 12 0.8105799 2.010713
06_342 -0.003986244284785556 1.329319953918457 12 0.48194003 1.5433602
06_344 -0.0008165706517573312 1.4031333923339844 9 0.71127 1.9665201
06_346 0.000890465397535678 1.4413102467854817 30 0.81577003 7.48851
06_349 -0.04672496999151576 1.2298853947566106 13 0.74847007 2.4238167
06_351 -0.024768318627270247 1.3114650249481201 4 0.66547 0.8927101
07_095 0.049878683294485526 1.0553566614786785 3 0.12629998 0.14776659
07_098 0.04607755787111856 1.263053337732951 3 0.55736995 0.6499733
07_100 0.01937319854421382 1.306896686553955 6 0.88427997 1.3919333
07_103 0.0750590631644723 1.2091061518742487 13 0.55529 1.6733185
07_105 -0.025808362440859156 1.3126798776479869 13 0.93508005 2.576959
07_108 0.00949273470871681 1.1980757032121931 7 0.42925 0.7749257
07_110 -0.009619943591731683 1.202850948680531 11 0.44868004 1.2893311
07_113 -0.01147918366834233 1.192167091369629 10 0.39231002 1.13643
07_115 -0.022032466947147 1.2467399173312717 9 0.38961995 1.0256999
07_118 0.007600245453124543 1.2885689205593533 9 0.7499299 1.9917867
07_120 -0.0038445899850465537 1.1244888305664062 9 0.25603998 0.59812653
07_123 0.007464680539994717 1.2664090936834163 11 0.66907 1.7415673
07_125 -0.01616443632188691 1.2660390853881835 10 0.75456 1.8826866
07_128 -0.008241220129210802 1.3485162258148193 16 0.8066 2.8471804
07_130 -0.01669787290391156 1.1002400716145833 6 0.24404001 0.42828023
07_133 -0.0025071105438829733 1.170874383714464 9 0.3162501 0.7927245
07_135 0.0056524216248092785 1.3188316822052002 6 0.83751 1.39353
07_138 0.0038445899850465537 1.2820669174194337 10 0.72233 2.1046836
07_140 -0.005715026810904078 1.2944959640502929 5 0.85235 1.2594478
07_143 0.014110949164075848 1.2493325471878052 8 0.54775 1.0561601
07_145 -0.028335746016900032 1.1984011332194011 9 0.46772993 1.1038533
07_148 -0.02788146945681902 1.2250150044759114 12 0.54109 1.6697904
07_150 0.013008812260455471 1.131314992904663 8 0.33597004 0.5753801
07_152 0.009950734600495892 1.1783527646745955 7 0.44831002 0.68270266
07_153 -0.009437011944543272 1.1953811645507812 8 0.43042994 1.0841324
07_155 -0.0069763048376341175 1.2615050077438354 8 0.61736 1.6448699
07_161 0.06760632492257557 1.2902285712105888 7 0.72634995 1.3642057
07_163 0.023954656042946 1.1961000442504883 10 0.7250501 1.4169401
07_165 0.0008026793818078914 1.1706762313842773 8 0.35401 1.0065501
07_168 0.0452754652340559 1.3468799591064453 9 0.94778 2.20126
07_170 0.029453699008486822 1.1873276233673096 8 0.6142 1.1532601
07_173 -0.028006262793025982 1.3495157559712727 12 0.79344 2.2878585
07_175 -0.0183360933259884 1.2549433708190918 12 0.63162005 1.96788
07_178 -0.007120035834363492 1.3358066876729329 12 0.76901996 2.8025398
07_183 0.0063173564525556 1.341672420501709 8 0.82547 2.0252
07_185 -0.07326033706919155 1.3100098371505737 8 0.6094699 1.5337195
07_188 0.016807866637954305 1.3099870681762695 10 0.7249299 2.2676642
07_190 0.0032656651350180255 1.2985189225938585 9 0.71794 1.4187667
07_193 0.051825096679625204 1.0881571769714355 7 0.27004004 0.377846
07_195 0.027424092731090255 1.3432129859924316 10 0.99380004 2.7758021
07_198 0.013479098212865637 1.1940945519341364 9 0.31093 0.83858454
07_200 0.023630120044769498 1.2101974487304688 4 0.45131993 0.65764475
07_203 0.00892548100376267 1.2748348712921143 8 0.8856399 1.8921994
07_205 -0.004270445460953454 1.257890020098005 7 0.32696998 0.90942
07_210 -0.038928598117669466 1.533555030822754 8 0.72667 1.74263
07_211 -0.025752065831943227 1.2375917434692383 6 0.67025995 1.2335534
07_213 -0.01322992252215549 1.3860254287719727 9 0.83783996 2.4653754
07_215 0.006545804261810062 1.5236200094223022 4 0.58121 0.7835599
07_218 0.008133850348524874 1.2901744842529297 9 0.61492 1.3670955
07_220 -0.00883741533824356 1.3472298622131347 10 0.8827001 2.19978
07_223 -0.018453203097331894 1.3859169960021973 10 1.0220001 2.455924
07_225 0.002732765046353336 1.3746582667032878 6 0.84338 1.5238665
07_230 0.020651241163411882 1.1449400186538696 2 0.28733993 0.28733993
07_233 -0.018759126383134372 1.3435649871826172 12 0.96049 2.65479
07_235 0.0022980124263671797 1.33828337987264 6 0.9822 1.6116668
07_238 0.00824239131240212 1.3272790041836826 11 0.79257 2.2547889
07_240 -0.019474315105183493 1.2570350170135498 8 0.64883006 1.4697701
07_243 -0.00044116078798595026 1.2713328770228796 7 0.7449701 1.4832685
07_245 -0.005245515729704664 1.2446944978502061 9 0.58518004 1.4710824
07_248 -0.012663771484644926 1.3154044681125217 9 0.94538 2.5058336
07_250 0.029368752300877432 1.2950739860534668 5 0.77155995 1.160712
07_253 0.006532649414006997 1.130486011505127 10 0.40323007 0.692552
07_255 0.0032734747763250027 1.237701177597046 8 0.77224004 1.5174748
07_258 -0.007635324605429261 1.2779200077056885 8 0.92363 2.0486803
07_260 -0.0034787057375655905 1.1400911808013916 8 0.33659005 0.60513484
07_263 0.00020523096124058782 1.1706722047593858 9 0.76254 1.4429508
07_265 0.010984378665849448 1.208688599722726 7 0.66324997 1.2153859
07_268 -0.009343592079662955 1.1874300003051759 5 0.60831 0.8644601
07_273 -0.00017855479601180946 1.3290160179138184 5 0.83975005 1.389076
07_275 0.010562428789022249 1.3122033013237848 9 0.68582 1.6451733
07_278 0.027765613455013494 1.2730449835459392 6 0.56977 0.85407007
07_280 0.007195162460842397 1.225255012512207 8 0.45314002 1.12675
07_283 0.019103602081170123 1.3164800916399275 7 0.77228 1.24864
07_285 0.005322725307694398 1.2855589866638184 10 0.65979004 1.865508
07_288 0.01919623837608775 1.19183406829834 10 0.23519003 0.5237801
07_290 -0.009075360233339325 1.2656474113464355 8 0.58416 1.4362749
07_293 -0.009493766700128248 1.3102340698242188 10 0.86346996 2.3559961
07_295 -0.008077346443448263 1.277033805847168 8 0.58308995 1.4261775
07_298 -0.027922449834980156 1.2334063680548417 19 0.70558 2.750979
07_300 -0.020825819468361928 1.2912336696277966 11 0.73994994 2.1616635
07_303 -0.019221030522135862 1.2473149299621582 8 0.56869006 1.44114
07_305 -0.02922761173598687 1.0963633855183919 3 0.12091005 0.15658665
07_307 0.05137430626954931 1.1565824747085571 4 0.16541004 0.20439494
07_312 0.04934511545199527 1.2808600425720216 5 0.66048 1.0300802
07_315 0.0002301311988688326 1.2431272159923206 11 0.69983006 1.3087419
07_318 0.008178237212058903 1.202143669128418 8 0.37043 0.6653975
07_320 0.01789171535298628 1.217909119345925 11 0.58570004 1.3260673
07_323 0.025275349619301224 1.353618049621582 5 0.70785 0.91595197
07_325 -0.023492365128106485 1.1641611523098416 9 0.36816 0.8987112
07_328 0.010380765087111499 1.1047099828720093 1 0.0 0.0
07_330 0.005583871706901888 1.1712599992752075 1 0.0 0.0
07_348 -0.04196551054073083 1.1214699745178223 2 0.22617996 0.22617996
07_352 0.025149876702579732 1.3376963355324485 11 0.88992 1.9711615
07_355 -0.0020621314101312294 1.142392839704241 7 0.25328004 0.46691716
08_092 -0.002652534407868501 1.5887250900268555 8 0.74473 1.7737498
08_094 0.02372398219064209 1.275522232055664 9 0.52695 1.4996423
08_097 0.006467533971768802 1.3407263322310015 11 0.93237007 2.4693494
08_099 -0.013377680158571437 1.4632755626331677 11 1.08238 3.3574057
08_104 0.005219285631689274 1.4853533109029133 6 0.86827993 1.9269667
08_107 0.007115453459954679 1.3355566660563152 9 0.8381901 2.045107
08_124 -0.020856267655663174 1.324113028390067 7 0.97626996 1.979749
08_127 0.002132688049563569 1.2786829948425293 10 0.9768201 2.387702
08_129 0.017869032522357386 1.1364533106486003 3 0.116349936 0.15068662
08_132 -0.03353166932879681 1.2312788433498807 9 0.94179 1.6885446
08_134 -0.01585333365068209 1.2344453985040837 11 0.86585 2.459587
08_137 0.016124450025293058 1.2016637108542703 11 0.7663801 1.8669587
08_139 0.02120540941537996 1.2476300398508708 12 0.67476 1.8736999
08_142 0.03187209835167515 1.2974684238433838 12 0.803 2.8142338
08_144 0.014684182225568776 1.2641927545720881 11 0.7305901 2.205864
08_147 -0.012604760526460979 1.2175247192382812 15 0.70981 2.7680836
08_149 -0.014808715518173088 1.1859784126281738 12 0.57799995 1.3395103
08_152 -0.017186347468706842 1.2276023228963215 9 0.70937 1.406532
08_154 -0.02331690636539996 1.288624922434489 12 0.79715 2.5195994
08_157 -0.013889335849770035 1.2640028953552247 10 1.01843 2.2959957
08_159 -0.013742811173157676 1.2923032972547743 9 1.04518 2.04598
08_162 0.002704254810272033 1.276030887256969 11 0.97225 2.2865925
08_164 -0.018362467566536367 1.206322125026158 14 0.72103 2.253122
08_167 0.014818732558579129 1.158594391562722 11 0.27538002 0.98934567
08_169 -0.013705761164693797 1.2142908573150635 12 0.43635 1.12639
08_172 0.004803814855861788 1.3042958577473958 12 0.82709 1.80237
08_174 0.014290036493509461 1.2174079895019532 10 0.41918993 1.2965399
08_177 0.002681032142154649 1.2224845886230469 11 0.44586992 1.5551252
08_179 0.07568832969582218 1.1505424976348877 8 0.49711 0.9235499
08_182 0.021081710363493045 1.293524318271213 9 0.5631399 1.6460758
08_185 -0.017487202975353 1.2756282633001155 11 0.69334006 2.6440744
08_186 -0.045836066530045017 1.3710639953613282 10 0.6819099 1.973212
08_187 0.039003792866671105 1.3254579544067382 10 0.64961004 2.12788
08_188 0.020155533456595265 1.3908856709798176 9 0.71181 1.8997358
08_189 0.0021040401017060617 1.3507315317789714 12 0.70436 2.3698
08_191 -0.004606190551253775 1.3828174273173015 12 0.80839 2.64707
08_194 0.012840825905270137 1.1511154174804688 11 0.24303997 0.87174535
08_197 -0.029103689328882965 1.2164984544118245 12 1.07803 2.148334
08_200 0.04389976644684879 1.166725476582845 9 0.27949 0.7846755
08_201 0.015450715278291227 1.2168420791625976 10 0.40021002 1.2268599
08_203 0.016815011439687666 1.2601277033487956 9 0.50600004 1.3258977
08_204 -0.011127598489714785 1.2190700107150607 9 0.41174996 1.02822
08_207 0.019562638418650025 1.2491686684744698 7 0.5658001 1.1350486
08_209 -0.007899691898469285 1.261535930633545 10 0.53439 1.5068636
08_212 -0.021511323496108403 1.4247582753499348 12 0.71524 2.4168768
08_214 -0.002624583575441264 1.3484159469604493 10 0.66296995 2.367312
08_217 -0.020010175665033714 1.3121833801269531 9 0.59519005 1.5585135
08_219 -0.0371530694760942 1.3322080612182616 10 0.72940004 1.7693961
08_222 -0.015351365682301221 1.3548028128487724 7 0.76204 1.3860773
08_224 -0.00487662602608907 1.4823282415216619 11 0.86194 2.3121219
08_227 0.011733686354812534 1.4102649688720703 2 0.80508995 0.80508995
08_229 0.00678859630912676 1.490893624045632 11 0.8154 2.5840108
08_231 0.014043899948287475 1.3821854157881304 11 0.83536994 2.2486145
08_234 0.01060198958251135 1.3552228927612304 10 0.9978899 2.7518814
08_237 -0.011673030070879165 1.3184220314025878 10 0.99797 2.781208
08_239 0.005015832263874032 1.1724099318186443 6 0.54490006 1.1320398
08_242 -0.01673465263553453 1.2840074300765991 8 0.9506401 2.03191
08_244 -0.005957203289643331 1.2696287631988525 8 0.9383 1.9342653
08_247 -0.0009214704099527182 1.3482290267944337 10 0.8913599 2.838488
08_249 0.005773486248022763 1.4283444086710613 9 0.93821 3.187364
08_252 0.023917973186923902 1.2691162824630737 8 0.91224 1.6978352
08_254 -0.004272730250489687 1.2359670911516463 7 0.93034995 1.4298853
08_257 0.018076959562355555 1.3607300519943237 4 0.90941 1.1459001
08_259 -8.791516778039465e-05 1.0860928807939803 7 0.19075 0.4288627
08_261 -0.010901140495963801 1.1769914627075195 7 0.49769998 0.79047155
08_264 -0.024148239417639772 1.1037137508392334 8 0.25898004 0.50373006
08_267 -0.02194262983130102 1.1533270835876466 10 0.64805996 1.4479586
08_269 -0.010980477072472183 1.2514540672302246 10 0.61485004 1.6834282
08_272 -0.00290151415029527 1.0299999237060546 10 0.047580004 0.112620115
08_280 0.004778430436008563 1.3287657329014368 7 0.91015005 2.2451572
08_281 0.022392196950299592 1.2689538955688477 10 0.95597005 1.7139637
08_282 0.01362885343374387 1.2234915892283122 6 0.32895005 0.6353531
08_284 0.023500069892163467 1.3222272055489677 14 1.0960801 3.8189037
08_287 0.009460399968112654 1.1266508102416992 12 0.29413998 0.8929882
08_290 0.011667493666932316 1.2400293852153577 19 0.6466 2.5586057
08_292 0.043585108665865846 1.337008549616887 13 0.44264007 1.7763014
08_294 0.004795188655815963 1.252713966369629 10 0.8654201 2.2658162
08_297 -0.006938982436176744 1.1590961309579701 13 0.51084006 1.3932263
08_307 0.0019323841938341246 1.318303320142958 9 0.55341995 1.6622467
08_309 -0.009460399968112654 1.1931366390652127 9 0.45632994 1.2013266
08_312 0.0019328876015087815 1.2772945924238726 11 0.67210007 1.284944
08_314 -0.018359337199308712 1.3251502173287528 14 0.92525005 3.67456
08_317 -0.0335071356769987 1.3958958217075892 7 1.07084 2.2271576
08_319 -0.012354524627095742 1.2772900263468425 9 0.80482006 1.74472
08_327 -0.002322136660138696 1.373960018157959 2 0.47922003 0.47922003
08_329 0.006431667994815982 1.3028799295425415 4 0.78875995 1.0019999
08_332 -0.02109871232981142 1.2828868865966796 10 0.66314006 1.7325301
08_334 -0.005798159396851688 1.2520740509033204 10 0.61880994 1.8826598
08_336 0.008377516922287498 1.220226001739502 5 0.54725003 0.987236
08_341 0.020798154813173042 1.4258825778961182 4 0.54927003 0.87379014
08_355 0.00216727696747121 1.254702159336635 14 0.8965001 2.7262478
08_356 0.01814393262112901 1.1878299713134766 9 0.37398994 0.68151975
09_053 -0.07843741235497781 1.0158649682998657 2 0.013329983 0.013329983
09_094 -0.03825248010107707 1.212112045288086 5 0.49402 0.698908
09_096 0.09886884675891316 1.2981799840927124 2 0.26024008 0.26024008
09_103 -0.024663444344854568 1.3246533075968425 6 0.5924901 1.1611601
09_107 0.03193954370208729 1.2939478067251353 26 0.73748004 4.876211
09_122 -0.014597445738692372 1.1767311096191406 9 0.45269 1.0934135
09_124 -0.025146576684434763 1.3587874174118042 8 0.67594004 1.5970799
09_126 0.013898388546365936 1.4250800132751464 5 0.9755199 2.00212
