# night ext_offset mean_airmass num_stds diff_airmass std_weight
09_127 -0.020360462988238126 1.4130189895629883 10 0.56920004 1.5900879
09_129 -0.008289819344351912 1.3070712089538574 8 0.71168995 1.9769922
09_131 0.008289819344351912 1.2323445029880689 46 1.01023 7.396688
09_134 0.014597445738692372 1.2609867254892986 6 0.89668 1.5113133
09_158 -0.019360511494907584 1.057003339131673 3 0.051910043 0.06859338
09_159 0.013053490482590746 1.2864148276192802 28 0.91659 4.51277
09_161 -0.007443253395670979 1.1303136998956853 11 0.37195992 0.8789562
09_169 0.026189327129845452 1.245994249979655 12 0.47631 1.2976414
09_172 0.0411731637621795 1.281956672668457 3 0.28087997 0.33613336
09_174 0.022315137099518267 1.3326898574829102 10 0.60947 1.1764201
09_177 0.007443253395670979 1.1973620096842448 15 0.45296 2.0596359
09_179 -0.03514123547424752 1.470094919204712 2 0.12091005 0.12091005
09_180 -0.0320601371085516 1.3828904893663194 18 0.83627 3.782229
09_182 0.005878604284021094 1.3067792256673176 12 0.49199998 1.9027301
09_184 0.07469705207545019 1.2963950634002686 12 0.66646993 2.18318
09_187 -0.006123158188676925 1.4702582359313965 24 0.86225 6.0908766
09_189 0.03607433193508491 1.4112366994222005 15 0.87100995 3.3680537
09_192 -0.011594715983473947 1.4599260330200194 5 0.9640199 1.204364
09_194 0.007019218210624345 1.34110107421875 10 0.85877 2.2284763
09_195 -0.015273365969131092 1.0951800346374512 2 0.06566 0.06566
09_197 0.007891987268834555 1.3117971420288086 14 0.80723 2.516149
09_199 0.0008099911956200856 1.3540799617767334 1 0.0 0.0
09_202 -0.007480598507266123 1.1720470428466796 10 0.38320005 1.005344
09_206 -0.012760163462678165 1.2660000324249268 8 0.6921301 1.5616202
09_207 0.0003269886685774992 1.1339750289916992 2 0.0008100271 0.0008100271
09_209 0.010821832556825228 1.2839460372924805 10 0.88306 2.3221245
09_212 -0.012301017388434587 1.3673291887555803 14 0.67002 2.3080869
09_214 0.030462097454853065 1.3688750267028809 4 0.64084995 0.80399
09_216 0.028287609694638505 1.5911779403686523 5 0.6033399 0.88401616
09_217 -0.001097539509094858 1.4274099523370916 11 0.51146996 1.5141598
09_218 0.0017448053882631598 1.3052200078964233 2 0.5592799 0.5592799
09_219 0.004050151706923799 1.5341332084254216 19 0.7102399 2.78897
09_220 -0.006706393309242387 1.3116750717163086 8 0.77207994 1.6724901
09_222 -0.05861459928621393 1.3827091852823894 12 0.85635006 2.7833905
09_225 -0.011892512340784478 1.2672054584209735 13 0.43447006 1.3728136
09_227 0.0014780007087136227 1.3448800173672764 11 0.89215004 2.2925003
09_229 0.004978182493388772 1.339232704856179 11 0.77647996 1.7603925
09_232 0.02168807520178717 1.4071459770202637 5 0.74601996 1.0169079
09_234 -0.00748943572043359 1.337532639503479 8 1.00185 2.3941054
09_237 -0.012137069601298123 1.306025418368253 11 0.91024995 2.484696
09_239 -0.01657095911981088 1.3209967613220215 12 0.9158701 2.827127
09_242 0.007993825546501299 1.0488200187683105 1 0.0 0.0
09_243 -0.010999972618936482 1.3532140731811524 10 1.0617499 2.498236
09_244 -0.008601540346834469 1.132948398590088 6 0.28193998 0.43430686
09_245 -0.004980921491631207 1.3610071182250976 10 0.9691999 2.909304
09_246 -0.012334852466869606 1.1481150388717651 4 0.19437003 0.23258007
09_247 -0.00038046119961876457 1.1760392506917319 15 0.69828 2.0910275
09_249 -0.017999728938640658 1.2697010040283203 11 0.91782 2.5852346
09_252 -0.02142001734786625 1.2765388488769531 9 0.82547 2.1991265
09_254 0.009158984956759042 1.2899208068847656 24 0.7508 4.6094813
09_257 0.0034376319095983376 1.1606300354003907 10 0.4968301 0.98176
09_261 0.01299184834142686 1.2767624855041504 8 0.93847 2.3465896
09_262 0.004498088143204626 1.128323237101237 9 0.31329 0.7451931
09_264 0.018035854464155676 1.1470333735148113 6 0.26599002 0.62810004
09_267 -0.008134455503748583 1.2366789817810058 10 0.67673993 2.075388
09_269 0.014690751882334041 1.3574761390686034 10 0.8122599 2.3890803
09_272 -0.004498088143204626 1.197599931196733 11 0.49921 1.7380997
09_274 0.04248012333486173 1.2361163226040928 11 0.5022 1.4013615
09_277 0.016052304841783993 1.334138552347819 12 1.0608301 3.5713944
09_279 0.028413836796040925 1.2073330512413611 13 0.43060005 1.5449907
09_283 -0.03789613689060545 1.313721264109892 17 1.04133 3.3524294
09_284 -0.003897362659765591 1.1259512901306152 8 0.21493995 0.6049497
09_287 0.010950855641453927 1.2768150329589845 10 0.525 1.3872298
09_289 -0.004651867427986289 1.2685399488969282 11 0.84433997 1.8294595
09_292 0.011786716520781226 1.3485419273376464 10 0.93223 2.098104
09_294 0.0065684079249557215 1.3026109695434571 10 0.78470004 1.998634
09_297 -0.018294291619533 1.248082160949707 14 0.75539994 2.1684499
09_299 0.019414973254678003 1.2498064041137695 11 0.58278 1.8207036
09_301 -0.016653626436601954 1.2943124771118164 4 0.5438 0.66623497
09_302 -0.03386412422935159 1.3255659958411907 29 0.89067996 6.7672076
09_303 0.023206586681681074 1.3361600240071614 3 0.55024993 0.56991994
09_304 0.005116615907633459 1.185522198677063 32 0.70706 5.4104877
09_307 -0.012414544253413595 1.2521513938903808 20 0.74123 3.867038
09_309 0.00030163905457136764 1.4890106201171875 35 0.9559599 8.848543
09_312 0.00043362339922481397 1.3904150644938151 30 0.94262993 8.544161
09_319 -0.005425751954838631 1.4158100400652205 7 0.75852 2.24016
09_322 -0.00043362339922481397 1.3520124753316243 12 0.77393997 3.076095
09_323 -0.00268564112191072 1.560807466506958 4 1.0213399 1.6834099
09_324 -0.017945554986260603 1.2382088899612427 16 0.83498 2.7719927
10_122 0.012542764086740377 1.3446825663248698 15 0.98991 3.8829875
10_124 0.0014978639717391218 1.2461074590682983 4 0.40267003 0.69124997
10_125 -0.002529386575286452 1.5228567123413086 3 0.8425801 0.8677534
10_126 -0.021366863331339303 1.2186299562454224 4 0.58129 0.78595996
10_127 -0.010747231306938332 1.3711749182807074 18 0.93731 3.5183501
10_128 0.007531048387464878 1.2203049659729004 4 0.57111 0.75507
10_129 -0.002591948798729149 1.2501088380813599 8 0.89985 1.7617253
10_132 -0.0015448540043152548 1.1473700205485027 9 0.59520006 1.01418
10_137 -0.015475511780463691 1.2943345175849066 9 0.70368004 1.9138044
10_139 0.0013865158000303524 1.144721303667341 14 0.40016007 1.2867427
10_142 -0.010844521177425293 1.2133970260620117 10 0.95309997 1.6083062
10_144 0.011558229922913554 1.3880556651524134 28 0.91455007 5.327112
10_145 0.049737268847440674 1.3631300926208496 4 0.77546 1.02898
10_146 -0.003988160066032975 1.5235023498535156 4 1.0444 1.09421
10_147 0.0004653826032221531 1.169326623280843 6 0.50674 0.7480333
10_154 0.007098898536291642 1.488283450786884 52 1.8323199 19.302443
10_155 -0.006424654681469022 1.3357660293579101 5 0.9784801 1.4163284
10_157 -0.012515617220248743 1.272274374961853 16 0.98432994 3.716225
10_159 0.039630173104162836 1.2079100608825684 10 0.66068006 1.1766002
10_162 0.03517155054566423 1.1507501602172852 14 0.37238002 0.85076034
10_163 0.053050661600627436 1.4527800877888997 3 0.66203 0.6906799
10_164 0.028895253880337535 1.2134428024291992 7 0.38249004 0.739483
10_165 0.04270924837755885 1.1433749198913574 2 0.07308996 0.07308996
10_166 0.010739999597797478 1.2940038681030273 5 0.64495003 0.91607165
10_167 0.004308400833313186 1.1965964057228782 11 0.43519998 1.1142235
10_168 -0.007060674986313131 1.2559399604797363 3 0.5966699 0.7203399
10_169 -0.008457584520016326 1.2157545725504557 15 0.46297002 1.7703055
10_172 -0.003785120391949448 1.2600875695546467 12 0.8124 2.94659
10_174 -0.018160524033724812 1.4513150850931804 12 1.061 4.89784
10_177 0.006768218233739631 1.4910094612523128 19 1.1050799 6.709209
10_179 0.010936472688392485 1.4564395317664514 26 1.0636101 9.139538
10_182 0.006373547881773689 1.4553679057529993 14 0.90068007 4.767094
10_183 0.06296239081687638 1.4761899709701538 2 0.22713995 0.22713995
10_184 -0.0037606366480176234 1.3868855476379394 20 1.02814 7.1009507
10_187 6.262452929917117e-05 1.4402890638871626 11 1.0904201 4.1327896
10_189 0.015675816134619325 1.5184243065970284 14 0.9669 4.705571
10_192 0.01603476441148466 1.5492245067249646 11 0.9830899 4.057605
10_194 -0.0006555117497395457 1.579188619341169 7 0.91305006 2.4817915
10_197 0.008178816537768085 1.4406349182128906 10 1.02197 3.61872
10_200 0.0022558035159097045 1.4340300126509233 11 1.09488 3.98528
10_202 -0.0033732766519047885 1.4622317227450283 11 1.0209199 3.809002
10_204 -0.00679280600281551 1.4416759490966797 10 1.017 3.4011717
10_205 -0.12597488393946854 1.281790018081665 2 0.17540002 0.17540002
10_206 -0.0223990435460788 1.1133699417114258 3 0.026960015 0.034619927
10_207 -0.029538208846782155 1.3815398746066623 9 0.788 2.2478004
10_209 -0.024578724438063304 1.400097942352295 10 0.95269 2.987
10_212 -0.030491719175735454 1.4178600311279297 11 1.0809602 3.5786
10_213 -0.0037162373516554936 1.791944980621338 2 0.65625 0.65625
10_214 -0.007720331965130001 1.4151850938796997 8 0.9698601 2.6617203
10_215 0.0020583292732894165 1.2479288578033447 8 0.87175 2.0985477
10_216 0.008105807740834692 1.4408349990844727 2 0.25913 0.25913
10_217 -0.014572688136095024 1.4315463304519653 8 1.0609599 2.6977696
10_218 0.003897422553020391 1.6151549816131592 2 0.72150993 0.72150993
10_219 -0.006395222732859196 1.19309663772583 3 0.44675004 0.5152267
10_221 0.024615412987067486 1.292799949645996 1 0.0 0.0
10_222 -0.020587212539307842 1.181339979171753 2 0.31778002 0.31778002
10_224 0.01526664839526859 1.5210071291242326 7 1.02364 2.8151371
10_227 -0.019421798727520923 1.3284883499145508 6 0.86519 1.3443899
10_230 -0.00529331327402538 1.3561442693074544 9 0.95131993 2.410733
10_232 -0.009294366976421387 1.455205570567738 11 0.9741001 3.8439655
10_236 -0.00026882941388173265 1.435502188546317 14 1.0327201 4.976374
10_239 -0.012851520989842768 1.5328344198373647 13 1.06255 5.0318956
10_241 0.018862468512550024 1.5259299278259277 12 1.06252 4.30058
10_243 -0.0014277559565947229 1.5248945409601384 11 1.0405099 4.1081142
10_245 -0.005173707347264411 1.5089810371398926 10 0.97468007 3.8681898
10_253 0.003130858578838769 1.3532123565673828 9 0.9413099 2.4340024
10_256 -0.0030632870335427498 1.4747015635172527 12 0.95148003 4.348363
10_258 0.013625332872189588 1.2625378502739801 9 0.91797006 1.6836181
10_261 0.001841686484173266 1.3781129837036132 10 1.0181999 3.555522
10_266 0.0030448102912270514 1.3999035575173118 11 0.96404004 3.2318106
10_269 0.0061142639041609215 1.328463418143136 14 0.95092 3.5615566
10_270 0.00895595343799016 1.1608733336130779 3 0.35529006 0.4365734
10_272 0.001940030606217391 1.4694115320841472 6 1.0932801 2.24207
10_273 0.005462357242766558 1.3371299107869465 3 0.60143995 0.67403996
10_274 -0.006958343436892278 1.3445791244506835 10 1.02666 3.240468
10_275 -0.006889818271005765 1.4844099283218384 4 0.71572995 1.33634
10_277 -0.003893351050480831 1.4010041236877442 10 0.8769399 3.12846
10_279 0.0014164040891859742 1.3680945309725674 11 1.0541601 4.383184
10_281 -0.0070430414748212655 1.3285112380981445 8 1.0221001 2.5390525
10_284 0.002153921227252553 1.3293737173080444 8 0.97137 2.2404373
10_286 -0.004003564401063642 1.375413634560325 11 1.00665 3.3263712
10_289 -0.012276363319511319 1.3276780128479004 10 0.97212005 3.1842718
10_291 0.015565187597024632 1.4843982060750325 6 0.878 1.63563
10_294 -0.010531248882395872 1.5309729803176153 21 1.08884 7.4591312
10_296 -0.009719124349297559 1.3462351844424294 21 0.95849 5.769166
10_299 0.015372573071294582 1.1415339469909669 5 0.27448 0.492324
10_304 0.006321442141945965 1.3844382546164773 11 0.94606006 3.3913383
10_306 0.0005703252975060025 1.4044073278253728 11 0.97372997 3.389427
10_309 0.02786025482868304 1.3195369720458985 10 0.79877996 2.4612036
10_312 -0.00389080228059413 1.4317049980163574 12 0.93991005 4.21691
10_314 -0.0105628419466548 1.46902068456014 12 0.93021 3.7423503
10_316 -0.022010478854932458 1.4748390197753907 10 0.91328 3.50949
10_319 0.00539969022493203 1.4456579208374023 5 0.98889995 1.816808
10_321 -0.02632722143963484 1.4602516492207844 12 0.92875993 3.8237996
10_322 0.006140371429127711 1.1332199573516846 1 0.0 0.0
10_325 0.040001857169317034 1.5259850025177002 2 0.84693 0.84693
10_327 -0.019745994329516847 1.4467573165893555 11 0.99129 4.014342
10_337 0.027893908792510302 1.354457950592041 5 0.883 1.663468
10_339 -0.033479941487458476 1.3940315246582031 13 0.92276 4.387602
10_342 -0.013816579738213264 1.4318425105168269 13 0.88515997 4.4594126
10_347 0.003581291956106014 1.5126183827718098 6 0.84981 1.6927899
10_349 -0.015262119249610961 1.467282740275065 15 0.93382 4.6916223
10_351 -0.005455421433822494 1.4434012004307337 14 0.93889 4.6903396
10_353 0.014185581836903438 1.4034049034118652 20 1.10839 6.4495096
11_068 0.012359472477154299 1.5247278213500977 9 1.0109501 3.4716024
11_069 0.024884569686211222 1.5220572731711648 11 1.0289199 3.714778
11_070 0.002897997760234361 1.4232099850972493 12 0.8989301 3.9767404
11_071 0.006048474035148743 1.4948500119722807 13 0.96655 5.17194
11_072 0.011278175171945293 1.470728507408729 13 0.92524004 4.0802956
11_073 -0.00028487115257114226 1.4741252018855169 13 1.0326699 5.2340345
11_074 0.00045084018373131585 1.5066016515096028 12 1.0160902 4.9494205
11_075 0.00028487115257114226 1.556571125984192 16 1.0900999 6.3246174
11_077 0.007582956677520514 1.4982013702392578 15 0.94241 5.194119
11_079 -0.0008522559227479576 1.5407439867655437 12 0.91698 2.9490619
11_082 -0.013439721562367168 1.5683725530450994 11 1.09105 4.4031477
11_084 -0.004957520001802607 1.541193155141977 13 0.9906601 3.915677
11_089 -0.022486276447548192 1.4963654604825107 11 1.03002 3.6520853
11_092 -0.005327625996876861 1.3955984115600586 6 0.91375995 1.9299668
11_094 -0.0011365301066259548 1.5297962535511365 11 0.97964 3.5976038
11_102 -0.013171588725917616 1.5575149536132813 10 1.05184 3.2652004
11_104 0.0015298976997613067 1.5631321801079645 9 0.95378995 3.0242577
11_107 -0.02512371820459336 1.5177808241410689 11 1.01347 4.162471
11_109 -0.004153419047529638 1.2658929824829102 10 0.94084 2.0554757
11_112 0.005361367570245079 1.4536454460837624 11 0.98756003 3.8754363
11_114 -0.0008649600600509899 1.5009180068969727 10 0.9783 3.70016
11_117 0.0011365301066259548 1.5429000854492188 9 1.0058199 3.6522598
11_119 0.026062104622591065 1.369282563527425 12 1.0506899 4.2114806
11_135 0.01737569134914274 1.3814699172973632 5 0.70062006 1.26136
11_136 -0.012209857790494993 1.2629133065541585 3 0.59447 0.6925334
11_137 0.004505791146380389 1.449383475563743 11 0.9584199 4.378043
11_140 0.006672296209387696 1.434222902570452 14 0.97879994 4.9604063
11_142 0.0005440334287687421 1.2521700859069824 10 0.79815996 2.0913205
11_145 -0.008823987741500616 1.245280106862386 6 0.6687801 1.4769604
11_146 -0.007402544727691307 1.341439962387085 2 0.65274 0.65274
11_147 -0.013448536277934409 1.33939880794949 9 0.90106 2.8369865
11_150 0.007150684088479409 1.3655099868774414 14 1.0293299 4.23746
11_152 0.002549782236448195 1.3053833643595378 6 0.82807994 1.7025067
11_155 -0.005810659298767007 1.005020022392273 1 0.0 0.0
11_230 -0.012791567146486216 1.4044699668884277 3 0.35359 0.37608004
11_232 -0.007854757955282565 1.5737646276300603 11 1.0636599 4.289085
11_235 0.003255151247580912 1.4237298965454102 10 0.86334 3.14146
11_238 0.007291965926494726 1.369502067565918 10 0.79766 2.5940442
11_239 -0.004426123352134326 1.2635200023651123 1 0.0 0.0
11_240 0.016965294223087568 1.550062084197998 10 1.04849 3.3304958
11_241 -0.01569804532224417 1.2102500200271606 1 0.0 0.0
11_242 0.0011916369776798774 1.2239999771118164 1 0.0 0.0
11_243 0.011672600802921096 1.3699433008829753 12 0.94947994 3.9298663
11_244 0.0127406730779267 1.2049100399017334 1 0.0 0.0
11_245 0.016609128321398714 1.5207932790120442 6 0.97150004 1.9780599
11_246 0.0029639527270326482 1.1338800191879272 1 0.0 0.0
11_247 -0.00800422650744892 1.4362488852606878 9 0.8924999 3.0685687
11_248 -0.0011916369776798774 1.152459979057312 1 0.0 0.0
11_252 0.00399941639900625 1.3200344509548612 9 0.91442 2.3406334
11_253 -0.020197310790200262 1.3234975337982178 4 0.37509 0.58212996
11_254 0.011398749621728044 1.39551457491788 11 0.99687004 4.303804
11_255 -0.012079180647752708 1.2094167073567708 6 0.40774 0.56190693
11_256 -0.020983981146375896 1.162601629892985 6 0.47852993 0.7376932
11_257 -0.005509836414988811 1.1363400220870972 1 0.0 0.0
11_260 0.021380074427668205 1.4564362934657507 14 1.12698 5.167982
11_262 0.024224956252389518 1.3896920945909288 9 0.99162996 3.067766
11_265 0.01096655353682685 1.2872532738579645 9 0.88411 2.1690397
11_267 -0.0030317389441645304 1.3469488355848525 9 0.93425 2.7817087
11_270 -0.019869081615627948 1.4173682530721028 6 0.91868997 2.1071696
11_272 -0.007118038710025587 1.3545411427815754 9 0.92573 2.8622513
11_275 -0.002103761623873268 1.457106351852417 8 0.9123701 2.54403
11_277 -0.003891767259888823 1.4775320053100587 10 0.94822 3.82302
11_280 0.009320091259583663 1.477027416229248 8 0.98209 3.3463202
11_282 -0.01623193410175716 1.4409675598144531 12 0.96632993 4.0370054
11_285 0.01314435097627964 1.5044538974761963 16 1.0853801 5.9143076
11_287 0.01659900941695902 1.605943431024966 23 1.03989 8.37041
11_290 -0.0038033225452718256 1.4405838251113892 16 1.01508 5.843855
11_292 -0.02729520493139681 1.4482871464320592 7 0.83427 2.0218427
11_295 0.005994126007724532 1.3620818745006213 11 0.93485 3.1470056
11_300 -0.0026066810814189267 1.309078852335612 9 0.9442899 2.4682665
11_302 0.016303017725430635 1.40072640505704 11 0.92227995 3.5639563
11_304 -0.0036317057535963926 1.3708422524588448 14 0.95153 4.792115
11_311 -0.003499310292118807 1.3899928006258877 11 0.9444201 3.5880387
11_315 0.009557758932885463 1.504009940407493 11 0.90146995 3.59408
11_317 -0.012078509326165943 1.4655819892883302 10 0.9481801 3.0795403
11_319 0.02604014461235238 1.5038566589355469 3 0.79128003 0.95898664
11_320 0.025195950301625913 1.3389715467180525 7 1.02322 2.0775344
11_327 0.010623312216527125 1.456433809720553 13 0.97419 5.4871135
11_330 0.0028427184909922687 1.4364959716796875 10 1.06842 4.088912
11_332 -0.01821995927229736 1.4507938623428345 8 0.8963599 3.2382698
11_335 -0.0003371780070455799 1.5449969291687011 10 0.88967 3.543916
11_340 0.001090369782753342 1.4473886489868164 14 0.98302996 4.9895
11_342 -0.028023876571117157 1.4284666379292805 12 0.9174501 4.1772604
11_350 0.01440220495357103 1.3602337156023299 14 0.9465101 4.578432
11_352 -0.0287603224941968 1.4738358088902064 7 1.0503501 3.063786
11_360 -0.025696950427722243 1.5500526428222656 4 1.05206 1.43539
12_033 0.053403640832749844 1.063035011291504 2 0.11388993 0.11388993
12_034 -0.0474395465846591 1.3849999904632568 1 0.0 0.0
12_040 -0.06394189091701108 1.1639699935913086 4 0.28897 0.39338005
12_045 0.0474395465846591 1.1255149841308594 4 0.26173007 0.34668005
12_110 -0.007497297461460661 1.039929986000061 1 0.0 0.0
12_112 0.013153876944979714 1.4499280112130302 14 0.9129 4.7981257
12_115 0.015210653982141054 1.4390755566683682 11 0.94837 3.7984166
12_117 0.0014299537165030074 1.3484331766764324 12 0.99100995 3.7972522
12_120 -0.016761288007931086 1.3886254050514915 11 1.0807201 3.4001057
12_122 -0.017379048616549042 1.4570941925048828 12 1.0927 4.8963385
12_123 0.05430815732460914 1.6318566004435222 3 0.87862 1.1571934
12_125 -0.056658428219488854 1.3887784140450614 14 0.9390601 4.543494
12_127 0.02140971139747272 1.4311505635579427 15 1.09448 4.271171
12_130 0.021423656171307925 1.3748300075531006 8 0.83247995 2.41412
12_132 -0.005816108734082448 1.38983154296875 13 0.92939997 3.9942446
12_134 0.02279371323324142 1.3787630081176758 10 0.9712 3.3760018
12_136 -0.02023749788180318 1.464778995513916 10 0.84207 3.11451
12_139 -0.015593602663390271 1.3597133424546983 9 0.84835005 3.05192
12_142 0.00946490022497315 1.3473022249009874 9 0.7912899 2.6260066
12_147 -0.07714801776457314 1.205996036529541 5 0.57759 0.838676
12_149 -0.057265568211246176 1.3869354941628196 11 1.0546899 3.9411564
12_152 -0.017968675270353174 1.3421900007459853 9 0.8205 2.57
12_155 -0.044455644187555876 1.3279380798339844 5 0.7298801 1.4956881
12_157 0.00619493068614041 1.4132056766086154 9 0.96202993 3.5802956
12_160 0.009614178916256932 1.2654232612022986 13 1.0326802 3.3247566
12_162 0.007587097079445826 1.2092692301823542 13 0.86457 2.2402437
12_165 0.02053987497233578 1.2028776315542369 13 0.6098 1.6992323
12_167 -0.00789809217744697 1.25121703514686 13 0.7681 2.3814511
12_172 -0.007044839594954055 1.2642459869384766 15 0.6553 2.8327441
12_173 -0.07587165128784967 1.416246732076009 3 0.20649993 0.21251321
12_175 0.05034129765945394 1.3692550659179688 10 0.86024 1.9479499
12_177 0.02843551811755951 1.290279128334739 11 1.10981 3.0503497
12_180 -0.04400188002119876 1.2736074924468994 4 0.42836 0.7972499
12_182 0.023464710034113878 1.5301368419940655 13 0.8944299 3.8828826
12_185 -0.016744205458937955 1.3391586542129517 8 0.8678 2.0297472
12_186 -0.01324730595811019 1.3051999409993489 3 0.48211002 0.62953997
12_187 -0.013602832522892072 1.461760741013747 13 0.94826007 4.8442297
12_190 -0.005104766047006493 1.4256098897833573 19 1.1145799 7.079259
12_193 0.01375554742411289 1.4771807743952825 13 1.0294101 4.5645695
12_195 0.007355834692953422 1.3495030403137207 10 0.99517 3.5142617
12_197 0.011895311689297472 1.4053839683532714 10 1.05417 3.1930556
12_200 0.009207273338590838 1.3209882216020064 11 0.93823004 2.5811512
12_202 0.0019122207709383332 1.2149232228597004 9 0.71926 1.3475263
12_205 -0.0066193351747365625 1.41986083984375 14 0.9443799 3.9560516
12_207 -0.00231987629796393 1.4468345642089844 11 1.0113599 3.4900546
12_210 -0.005415374056084943 1.4148740768432617 12 0.8076999 2.8079019
12_215 0.011386031641583472 1.4294008108285756 13 0.8377 3.632409
12_217 0.007424642344970422 1.4769015678992639 13 0.90924 3.4875753
12_220 0.020868518352685328 1.428635491265191 9 1.1026399 2.6905756
12_222 0.009207669739224045 1.4436589241027833 10 0.88794994 3.48127
12_225 -0.006037802247499613 1.4657357533772786 12 0.99091005 3.90103
12_227 -0.010103473202619284 1.3924132982889812 6 0.6823901 1.3654599
12_230 -0.0037741084690647853 1.4396621916029189 9 1.0119699 3.1544576
12_232 -0.04055527909584278 1.6031089782714845 10 1.03371 3.6037724
12_235 -0.006541343215468842 1.4018762111663818 8 0.81855 1.9783425
12_237 -0.01489641492076288 1.3687742778233118 7 0.78857005 2.2106543
12_240 -0.02641443622469808 1.421761194864909 9 0.9498099 2.838251
12_242 0.014959997319827778 1.5487679481506347 10 0.94800997 2.5379043
12_245 -0.009323360196423991 1.3608468770980835 16 0.94237006 5.1586037
12_247 -1.8468886828770792e-05 1.6235118865966798 10 1.06547 3.200172
12_250 -0.011312386629318993 1.4083085741315569 7 0.9169401 2.6342888
12_251 0.02361924876515964 1.0711849927902222 2 0.077250004 0.077250004
12_252 0.00558946927571391 1.4504199709211076 7 0.90534997 2.75922
12_255 0.01271209217026481 1.512608528137207 7 0.90988004 2.3095913
12_257 0.0034942744965551498 1.4827114985539362 13 1.1165099 4.5618615
12_260 0.013230660496690305 1.4414344267411665 11 0.99671996 3.7053742
12_262 0.01987833453210719 1.3518872694535689 11 0.88332 3.1488166
12_265 -0.006452411477946285 1.3846768273247614 9 0.9920101 3.1177208
12_267 -0.011963926926732427 1.4245033264160156 9 0.94064 3.4244132
12_270 -0.0020750402442395455 1.3062099880642362 9 0.6757599 2.2425401
12_272 -0.022399150399479595 1.4352264404296875 14 0.94685996 5.10383
12_280 0.01048936562436431 1.4799036979675293 8 0.90044 2.92111
12_282 -0.013459280652172723 1.502346674601237 6 0.99893 2.43908
12_285 -0.012836808591139004 1.354546758863661 9 0.94101 3.2205405
12_287 0.0020319172178684397 1.329042843409947 7 1.0021299 2.285068
12_290 -0.0045261190798591144 1.3111543655395508 7 0.91548 2.2394829
12_292 -0.017017422479689515 1.3845999717712403 5 0.7089399 1.0987798
12_295 -0.0055902707967447895 1.4692054161658654 13 0.9319401 4.311765
12_297 0.0012641871150833595 1.3857849438985188 6 0.76624 1.4309499
12_300 0.017022146839201113 1.3672361373901367 8 0.94573 2.09991
12_302 -0.0063497298376749 1.3467769622802734 10 0.92130995 3.117684
12_305 0.00015327421475319625 1.38759183883667 12 0.82934 3.3593037
12_307 0.011915087788002765 1.5533185686383928 7 0.95360994 1.8364885
12_309 0.007645554164577462 1.1137499809265137 1 0.0 0.0
12_310 -0.00015327421475319625 1.4928183555603027 12 1.0676999 4.0602202
12_312 0.0015466422537357971 1.4746444490220811 9 0.89965 3.1487846
12_315 0.010290986381086498 1.3380020989312067 9 0.8726499 2.7983866
12_317 0.00024622826682119126 1.5534530639648438 10 1.02322 3.32417
12_320 -0.004293723516497039 1.3867549896240234 8 0.85390997 2.48907
12_322 -0.005567368061093703 1.387312412261963 4 0.6152401 1.1621101
12_330 -0.015092036846670709 1.4537390795621006 11 1.0353299 4.4281693
12_332 0.00885703946211791 1.5301100015640259 2 1.0553 1.0553
12_336 0.007273406300669194 1.1922199726104736 1 0.0 0.0
12_337 0.14476172734685733 1.0931974649429321 4 0.050530076 0.06803
12_340 0.01285917348912946 1.3526372909545898 11 1.07594 2.9823818
12_342 -0.005166610032363295 1.369358777999878 8 0.91804004 2.8080873
12_345 0.018398079295801395 1.3734474182128906 4 1.14241 1.5438849
12_347 -0.012517573352662126 1.4101420402526856 10 0.921 3.6419442
12_350 -0.020122213136357203 1.4603981018066405 10 1.1015401 3.9164765
12_352 0.00884692113067942 1.6252269744873047 13 0.97811997 3.8796692
12_358 -0.006564914943043121 1.5076700448989868 2 0.70068 0.70068
12_360 0.047145041826016865 1.4433343675401475 9 0.91986 3.2596843
12_362 0.023532574254000238 1.4340121269226074 10 0.9226699 3.239244
12_365 0.006729517527164219 1.4061392270601714 13 0.8709401 4.379848
13_001 0.014874777167882769 1.4714299982244319 11 1.0007701 4.5109997
13_004 -0.00025211247710643647 1.4671907424926758 14 1.0716201 5.2688913
13_009 0.014267966485469685 1.4144400358200073 1 0.0 0.0
13_010 -0.0016264447729685827 1.0925500392913818 1 0.0 0.0
13_011 -0.002545009012807853 1.3178349733352661 8 0.84365 2.2316499
13_013 0.003359452431944021 1.1492300033569336 1 0.0 0.0
13_014 -0.014626630719941858 1.30643310546875 10 1.07576 2.8550963
13_016 -0.007478511759209994 1.3722199031284876 7 0.91629994 2.7532597
13_017 0.04146087705810153 1.3061599731445312 3 0.89260006 1.1776
13_099 0.033076692894519866 1.4994890213012695 10 1.01608 3.26237
13_101 -0.08133627878213012 1.5328391682017932 11 0.91021 3.879671
13_106 0.04193007719849717 1.5742023256089952 9 0.86072004 3.2750177
13_108 -0.011610408113510218 1.5853700637817383 2 0.87530005 0.87530005
13_109 0.0002671619074963161 1.5044153386896306 11 1.0413301 4.664625
13_114 -0.014790127584499047 1.4666475057601929 8 1.08047 2.945415
13_115 0.02285973182010892 1.553375005722046 2 0.97265005 0.97265005
13_116 -0.015143287586804277 1.2394700050354004 10 0.82145 2.20014
13_117 0.07051627977075015 1.0613949298858643 2 0.058309913 0.058309913
13_118 0.019134537227007087 1.3271199464797974 1 0.0 0.0
13_119 -0.024789385444844214 1.4066856929234095 7 1.00802 2.5794373
